stage,stage_id,case_id,pitch_cp_0,pitch_cp_1,pitch_cp_2,pitch_cp_3,pitch_cp_4,pitch_cp_5,chord_cp_0,chord_cp_1,chord_cp_2,chord_cp_3,chord_cp_4,failed
infill2,2,60,1.25,0.05,0.75,0.15,0.5,0.4,0.2,0.6669947446,0.15,0.4,0.3,1
infill2,2,61,0.8,0.05,0.75,0.15,0.15,0.4,0.3,0.6416851389,0.15,0.4,0.3,1
infill2,2,62,1.25,0.05,0.35,0.15,0.5,0.4,0.3,0.85,0.15,0.7,0.1,0
infill2,2,63,1.25,1.0,0.75,0.15,0.15,0.4,0.3,0.6424198097,0.15,0.4,0.3,1
infill2,2,64,1.25,0.05,0.35,0.15,0.15,0.4,0.3,0.85,0.5,0.4,0.1,0
infill2,2,65,0.8,1.0,0.75,0.15,0.15,0.4,0.3,0.45,0.15,0.4,0.3,1
infill2,2,66,1.25,0.05,0.75,0.5,0.5,0.5502502371,0.2,0.85,0.15,0.4,0.3,1
infill2,2,67,0.8,1.0,0.75,0.15,0.5,0.7,0.3,0.45,0.15,0.7,0.1,1
infill2,2,68,0.8,1.0,0.35,0.5,0.5,0.7,0.3,0.45,0.5,0.7,0.1,1
infill2,2,69,0.8,0.05,0.35,0.15,0.15,0.4,0.2,0.45,0.5,0.7,0.1,1
infill3,3,0,1.082294615,1.0,0.35,0.5,0.5,0.4597041067,0.2,0.639585131,0.15,0.4,0.1587150258,0
infill3,3,1,1.090500891,0.05,0.6896576822,0.15,0.15,0.5696980107,0.2,0.5137247721,0.5,0.4,0.1,1
infill3,3,2,1.054617796,1.0,0.35,0.5,0.5,0.4598305801,0.2,0.6772303398,0.15,0.4,0.1628804434,0
infill3,3,3,1.084071478,0.05,0.72299836,0.15,0.15,0.5610482642,0.2,0.5476325582,0.2937564504,0.4,0.1,0
infill3,3,4,1.121713003,1.0,0.35,0.15,0.4977111968,0.465367675,0.2,0.6311583385,0.5,0.4,0.1,0
infill3,3,5,1.106573594,0.05,0.7186209545,0.15,0.15,0.5931902845,0.2,0.5042586513,0.5,0.4,0.1,1
infill3,3,6,1.208253472,0.05,0.35,0.15,0.5,0.5772021003,0.2,0.45,0.5,0.514373469,0.1,1
infill3,3,7,1.25,0.05,0.35,0.15,0.5,0.5803617362,0.2,0.45,0.5,0.5254331339,0.1,1
infill3,3,8,1.206510859,1.0,0.35,0.15,0.4882462237,0.4687808919,0.2,0.6153872454,0.5,0.4,0.1,0
infill3,3,9,1.25,1.0,0.75,0.15,0.5,0.571444977,0.2,0.4860566061,0.15,0.4,0.1,1
infill3,3,10,1.095917204,0.05,0.6583082339,0.15,0.15,0.5251572987,0.2,0.5150379799,0.4717419518,0.4,0.1,0
infill3,3,11,0.8,0.05,0.5837557616,0.1854957172,0.5,0.4343130138,0.2,0.7367243873,0.39663686,0.4,0.2556066462,1
infill3,3,12,1.077744923,0.05,0.75,0.15,0.15,0.608200583,0.2,0.5258695736,0.15,0.4,0.1,0
infill3,3,13,0.8,1.0,0.75,0.15,0.15,0.4,0.2,0.7534681472,0.15,0.4,0.2728490859,1
infill3,3,14,0.9403052192,0.4327056176,0.6207813629,0.496871793,0.3536555311,0.4564383737,0.2116903906,0.6804543179,0.3553912535,0.4,0.2143196576,0
infill3,3,15,0.8,1.0,0.75,0.5,0.15,0.4,0.2,0.7441153719,0.5,0.4,0.3,1
infill3,3,16,1.070492196,0.05,0.75,0.15,0.5,0.5704384584,0.3,0.45,0.15,0.4,0.1,0
infill3,3,17,0.8,1.0,0.75,0.5,0.15,0.4,0.2,0.7871036304,0.5,0.4,0.3,1
infill3,3,18,0.8,1.0,0.75,0.5,0.15,0.4,0.2,0.6871988436,0.5,0.4,0.3,1
infill3,3,19,0.8,0.05,0.35,0.15,0.5,0.4474823082,0.2,0.85,0.5,0.4,0.196718962,0
infill3,3,20,1.25,0.05,0.75,0.15,0.5,0.633886676,0.3,0.85,0.15,0.4,0.1,1
infill3,3,21,0.8,1.0,0.35,0.15,0.5,0.7,0.3,0.85,0.5,0.4,0.3,0
infill3,3,22,1.25,0.05,0.35,0.15,0.5,0.6252586507,0.3,0.4922636323,0.5,0.7,0.1,1
infill3,3,23,0.8,0.05,0.35,0.15,0.5,0.7,0.2,0.85,0.5,0.4,0.3,0
infill3,3,24,1.004374941,0.05,0.75,0.15,0.15,0.6208712877,0.2,0.5417913609,0.1581721196,0.4,0.1,0
infill3,3,25,1.25,0.05,0.75,0.15,0.5,0.7,0.2,0.85,0.15,0.4,0.1,0
infill3,3,26,0.953002291,1.0,0.35,0.5,0.5,0.7,0.3,0.6675596693,0.5,0.7,0.1,1
infill3,3,27,1.25,0.05,0.35,0.15,0.5,0.5044108531,0.2,0.45,0.5,0.5359117889,0.1,1
infill3,3,28,1.25,0.05,0.35,0.15,0.15,0.5601633559,0.2,0.85,0.5,0.7,0.1,0
infill3,3,29,1.25,0.05,0.35,0.15,0.5,0.7,0.3,0.45,0.5,0.7,0.1,1
infill3,3,30,1.184221259,0.05,0.35,0.15,0.5,0.5321294495,0.2,0.45,0.5,0.4061818059,0.1,1
infill3,3,31,1.25,1.0,0.75,0.5,0.5,0.7,0.2,0.6169409329,0.5,0.7,0.3,1
infill3,3,32,1.236596006,0.05,0.35,0.15,0.5,0.4863761525,0.2,0.45,0.5,0.5196423541,0.1,1
infill3,3,33,0.8,0.05,0.35,0.15,0.15,0.4,0.3,0.45,0.5,0.7,0.3,1
infill3,3,34,1.134909816,0.05,0.75,0.15,0.15,0.6361210552,0.2,0.45,0.5,0.4,0.1,0
infill3,3,35,1.099039344,0.05,0.75,0.15,0.15,0.5695549011,0.2,0.5160517748,0.15,0.4,0.1,0
infill3,3,36,1.125101316,1.0,0.35,0.15,0.15,0.4649024589,0.2,0.6298154554,0.15,0.4,0.1,0
infill3,3,37,1.178303457,1.0,0.75,0.2422998401,0.15,0.574945518,0.2,0.5093421384,0.15,0.4404790706,0.1,0
infill3,3,38,1.164302824,1.0,0.6585925242,0.2382130036,0.15,0.5748770425,0.2,0.4653818586,0.15,0.4402251216,0.1,0
infill3,3,39,1.25,0.05,0.35,0.15,0.15,0.5806503804,0.2,0.45,0.15,0.5267037303,0.1,1
infill3,3,40,1.059237114,0.05,0.35,0.15,0.5,0.4764711381,0.2,0.6193511199,0.5,0.4,0.1066601288,0
infill3,3,41,1.039266966,0.05,0.75,0.15,0.15,0.5869472476,0.3,0.5735719498,0.5,0.4,0.1,0
infill3,3,42,1.006100654,0.05,0.35,0.15,0.5,0.4637563985,0.222439361,0.7050939592,0.5,0.4,0.16903732,0
infill3,3,43,0.8,1.0,0.75,0.5,0.15,0.4,0.2,0.7436220027,0.15,0.4,0.3,1
infill3,3,44,0.8,1.0,0.75,0.5,0.5,0.5778629769,0.3,0.6512907408,0.4409937259,0.4,0.1,1
infill3,3,45,0.8,1.0,0.35,0.5,0.5,0.4,0.3,0.45,0.5,0.7,0.3,1
infill3,3,46,0.8,0.05,0.35,0.15,0.15,0.4,0.3,0.45,0.15,0.7,0.3,0
infill3,3,47,0.8,0.05,0.75,0.5,0.5,0.4,0.3,0.45,0.15,0.7,0.3,1
infill3,3,48,1.25,0.05,0.35,0.5,0.5,0.4,0.3,0.45,0.5,0.7,0.1,1
infill3,3,49,1.25,1.0,0.75,0.15,0.5,0.4,0.3,0.45,0.15,0.7,0.1,1
infill3,3,50,1.25,1.0,0.75,0.15,0.15,0.4,0.2,0.45,0.5,0.7,0.1,1
infill3,3,51,0.8,1.0,0.75,0.5,0.15,0.7,0.3,0.45,0.5,0.7,0.1,1
infill3,3,52,0.8,0.05,0.35,0.15,0.15,0.4,0.2,0.45,0.15,0.4,0.3,0
infill3,3,53,0.8,0.05,0.75,0.15,0.15,0.4,0.2,0.45,0.15,0.4,0.3,0
infill3,3,54,0.8,1.0,0.35,0.5,0.15,0.4,0.2,0.85,0.15,0.7,0.3,1
infill3,3,55,0.8,0.05,0.35,0.5,0.15,0.4,0.2,0.85,0.15,0.7,0.3,1
infill3,3,56,0.8,1.0,0.75,0.5,0.15,0.4,0.3,0.45,0.5,0.4,0.3,1
infill3,3,57,0.8,1.0,0.35,0.15,0.15,0.7,0.2,0.45,0.5,0.7,0.1,1
infill3,3,58,1.25,0.05,0.75,0.15,0.5,0.7,0.3,0.45,0.5,0.7,0.1,1
infill3,3,59,0.8,1.0,0.75,0.5,0.15,0.4,0.3,0.85,0.15,0.4,0.1,0
infill3,3,60,1.25,1.0,0.75,0.5,0.5,0.5486275127,0.3,0.85,0.5,0.7,0.3,1
infill3,3,61,0.8,0.05,0.35,0.15,0.5,0.4,0.3,0.85,0.15,0.4,0.1,0
infill3,3,62,1.25,0.05,0.35,0.15,0.15,0.5234389364,0.3,0.85,0.5,0.7,0.1,0
infill3,3,63,0.8,1.0,0.35,0.5,0.15,0.7,0.3,0.85,0.5,0.7,0.1,1
infill3,3,64,0.8,1.0,0.35,0.15,0.3742281152,0.4956849517,0.2029662811,0.45,0.15,0.4,0.1,0
infill3,3,65,0.8,0.05,0.35,0.15,0.15,0.4991421835,0.2,0.45,0.15,0.4,0.1,0
infill3,3,66,0.8,1.0,0.35,0.5,0.5,0.4,0.2,0.45,0.5,0.7,0.3,1
infill3,3,67,0.8,1.0,0.75,0.15,0.5,0.4,0.3,0.45,0.15,0.7,0.3,1
infill3,3,68,0.8,0.05,0.75,0.5,0.15,0.4,0.3,0.45,0.5,0.7,0.3,1
infill3,3,69,0.8,0.05,0.75,0.5,0.5,0.4,0.2,0.45,0.15,0.7,0.3,0
infill4,4,0,0.9745654307,0.05,0.75,0.15,0.5,0.6154858738,0.2092885914,0.85,0.15,0.4,0.1,0
infill4,4,1,0.9782439842,0.05,0.75,0.15,0.5,0.7,0.2,0.8068330537,0.5,0.4,0.1,0
infill4,4,2,1.222590265,0.05,0.35,0.5,0.5,0.7,0.3,0.7167519531,0.5,0.497064937,0.1390117761,0
infill4,4,3,1.072484318,0.05,0.35,0.15,0.15,0.4,0.2,0.85,0.15,0.4,0.1,0
infill4,4,4,0.9954384123,0.05,0.75,0.5,0.5,0.7,0.2,0.85,0.5,0.4,0.3,0
infill4,4,5,1.135287982,1.0,0.35,0.5,0.4166319024,0.7,0.2624306139,0.6653601971,0.1583082647,0.4,0.2614506246,0
infill4,4,6,0.8,1.0,0.75,0.15,0.5,0.6385070876,0.2,0.7304370428,0.5,0.4,0.3,1
infill4,4,7,1.120104002,1.0,0.35,0.5,0.15,0.7,0.2554347822,0.634514409,0.39595604,0.4,0.289164689,0
infill4,4,8,0.8,1.0,0.75,0.15,0.5,0.6451176685,0.2,0.7814286902,0.5,0.4,0.3,1
infill4,4,9,0.8979403342,0.05,0.75,0.15,0.5,0.5174633077,0.214120553,0.85,0.15,0.4,0.1,1
infill4,4,10,0.8,1.0,0.75,0.5,0.5,0.6139443433,0.2266316777,0.85,0.5,0.4,0.3,1
infill4,4,11,1.120168649,1.0,0.35,0.5,0.15,0.7,0.2689624452,0.6654598768,0.2104076451,0.4,0.2928838694,0
infill4,4,12,1.121576241,0.06473715083,0.3821061264,0.3487837667,0.4386712257,0.6652701223,0.2646228148,0.6155758732,0.1549983166,0.572265403,0.3,0
infill4,4,13,0.8,1.0,0.75,0.5,0.5,0.6247546075,0.2511995006,0.85,0.5,0.4,0.3,1
infill4,4,14,0.94112153,0.05,0.75,0.5,0.5,0.7,0.2,0.85,0.5,0.4,0.3,0
infill4,4,15,0.8,1.0,0.5015350695,0.5,0.5,0.6058324123,0.2,0.7208023354,0.3221425251,0.4,0.1,0
infill4,4,16,1.040713512,0.05,0.35,0.15,0.15,0.4763806821,0.2,0.4797404843,0.15,0.4,0.1,0
infill4,4,17,1.15774313,0.05,0.35,0.5,0.5,0.7,0.3,0.85,0.15,0.4,0.1,0
infill4,4,18,1.014103725,0.05,0.35,0.15,0.15,0.7,0.259620832,0.85,0.5,0.4,0.1147648939,0
infill4,4,19,0.9992876325,0.05,0.75,0.5,0.15,0.7,0.2,0.85,0.5,0.7,0.3,1
infill4,4,20,0.8,1.0,0.35,0.15,0.5,0.5959084852,0.2,0.85,0.5,0.4,0.1,0
infill4,4,21,1.005599743,0.05,0.35,0.15,0.5,0.7,0.3,0.85,0.5,0.4,0.3,0
infill4,4,22,1.055541694,0.3333359785,0.35,0.254002485,0.3574563728,0.7,0.2496657736,0.8414587438,0.2449150436,0.6357081093,0.1966913364,1
infill4,4,23,1.176057931,1.0,0.35,0.5,0.4702035281,0.6755167662,0.3,0.750726297,0.5,0.4991380715,0.1731256052,0
infill4,4,24,0.9941713031,0.05,0.35,0.15,0.15,0.4,0.2,0.45,0.15,0.4,0.1,0
infill4,4,25,0.9766709829,0.05,0.35,0.15,0.15,0.4,0.2,0.45,0.15,0.4,0.1,0
infill4,4,26,0.924013132,0.05,0.75,0.15,0.15,0.4,0.2,0.85,0.5,0.7,0.3,0
infill4,4,27,0.8733394388,1.0,0.35,0.15,0.5,0.7,0.3,0.7389215784,0.15,0.4,0.1,1
infill4,4,28,0.9118347896,0.7742988669,0.35,0.5,0.4896010683,0.7,0.3,0.85,0.5,0.4,0.1398778976,0
infill4,4,29,0.8,1.0,0.35,0.15,0.5,0.6857479835,0.2,0.85,0.5,0.4,0.1,0
infill4,4,30,0.8629348056,1.0,0.35,0.15,0.5,0.7,0.3,0.7407784813,0.5,0.7,0.1,1
infill4,4,31,1.086692173,0.05,0.35,0.15,0.15,0.4654643865,0.2,0.4941080798,0.15,0.4,0.1,0
infill4,4,32,0.8223748377,0.05,0.75,0.5,0.15,0.7,0.2,0.85,0.5,0.7,0.3,0
infill4,4,33,0.8,1.0,0.35,0.5,0.15,0.4,0.2,0.45,0.5,0.4,0.1,1
infill4,4,34,1.139637034,1.0,0.75,0.15,0.15,0.4,0.2,0.85,0.286651507,0.4,0.1,0
infill4,4,35,0.9130700398,0.05,0.35,0.15,0.5,0.4,0.2,0.45,0.5,0.7,0.1,1
infill4,4,36,1.168799496,1.0,0.75,0.15,0.15,0.4,0.2,0.85,0.15,0.4,0.1,0
infill4,4,37,1.138399981,0.05,0.35,0.15,0.15,0.4681674601,0.2,0.4799117765,0.15,0.4,0.1,0
infill4,4,38,1.129366291,0.05,0.35,0.15,0.5,0.7,0.2525886654,0.6504295798,0.15,0.4,0.3,0
infill4,4,39,1.208837074,0.05,0.35,0.5,0.5,0.6721653551,0.2855432366,0.6682568364,0.5,0.4,0.1,0
infill4,4,40,1.196235567,0.05,0.35,0.5,0.5,0.6710065543,0.2885483118,0.7106719498,0.3034609347,0.4,0.1,0
infill4,4,41,1.139239892,0.05,0.35,0.15,0.5,0.7,0.2706920636,0.6510763893,0.15,0.4,0.3,0
infill4,4,42,1.192936236,0.05,0.35,0.5,0.5,0.7,0.3,0.7157448021,0.5,0.4,0.1,0
infill4,4,43,1.20021265,0.05,0.35,0.5,0.5,0.6627994028,0.3,0.6647017016,0.394092402,0.4,0.1,0
infill4,4,44,0.8,1.0,0.75,0.15,0.5,0.6385318711,0.2264552239,0.7397968366,0.5,0.4,0.3,1
infill4,4,45,0.8,1.0,0.75,0.15,0.5,0.4,0.3,0.45,0.15,0.7,0.1,1
infill4,4,46,0.8,1.0,0.75,0.5,0.5,0.4,0.3,0.45,0.15,0.4,0.1,1
infill4,4,47,0.997335826,0.05,0.35,0.15,0.5,0.4,0.3,0.45,0.15,0.7,0.3,1
infill4,4,48,0.9485988023,0.05,0.75,0.15,0.5,0.4,0.3,0.45,0.5,0.7,0.3,1
infill4,4,49,1.25,1.0,0.75,0.15,0.15,0.4,0.3,0.85,0.15,0.4,0.3,1
infill4,4,50,1.25,1.0,0.75,0.15,0.15,0.4,0.3,0.85,0.5,0.4,0.3,1
infill4,4,51,1.098019889,0.05,0.35,0.5,0.15,0.4,0.3,0.45,0.5,0.7,0.1,1
infill4,4,52,1.087604335,0.05,0.35,0.5,0.15,0.4,0.3,0.45,0.15,0.4,0.1,0
infill4,4,53,1.25,0.05,0.35,0.15,0.15,0.4,0.3,0.45,0.5,0.7,0.1,1
infill4,4,54,1.012902464,0.05,0.75,0.5,0.15,0.4,0.2,0.45,0.5,0.7,0.3,1
infill4,4,55,0.8,0.05,0.75,0.15,0.5,0.4,0.3,0.45,0.15,0.4,0.1,0
infill4,4,56,1.25,1.0,0.35,0.15,0.15,0.5141218305,0.3,0.45,0.5,0.7,0.3,1
infill4,4,57,0.9255285835,0.05,0.35,0.15,0.15,0.7,0.3,0.45,0.15,0.4,0.3,1
infill4,4,58,1.012710756,0.05,0.75,0.15,0.15,0.4,0.2,0.45,0.5,0.4,0.3,0
infill4,4,59,0.9346186416,1.0,0.35,0.5,0.5,0.4,0.2,0.85,0.5,0.7,0.3,1
infill4,4,60,1.25,0.05,0.75,0.5,0.5,0.4,0.3,0.85,0.15,0.4,0.3,1
infill4,4,61,1.25,0.05,0.75,0.5,0.5,0.5251045372,0.3,0.45,0.5,0.7,0.3,1
infill4,4,62,0.8,1.0,0.35,0.15,0.15,0.4,0.3,0.45,0.15,0.4,0.1,1
infill4,4,63,0.8,0.05,0.35,0.5,0.5,0.7,0.3,0.45,0.15,0.7,0.3,0
infill4,4,64,1.25,1.0,0.75,0.15,0.15,0.4,0.2,0.85,0.5,0.7,0.3,1
infill4,4,65,1.25,0.8634939418,0.75,0.15,0.15,0.7,0.3,0.85,0.15,0.7,0.3,0
infill4,4,66,1.1663897,0.05,0.75,0.5,0.15,0.4,0.2,0.85,0.15,0.4,0.3,1
infill4,4,67,0.8,1.0,0.35,0.15,0.5,0.4,0.2,0.6664298281,0.15,0.7,0.3,0
infill4,4,68,1.25,1.0,0.35,0.5,0.5,0.552015377,0.2,0.85,0.5,0.7,0.3,0
infill4,4,69,1.25,1.0,0.35,0.5,0.5,0.7,0.3,0.85,0.15,0.4,0.1,0
infill5,5,0,1.182472092,0.05,0.35,0.15,0.5,0.7,0.2895971195,0.85,0.5,0.4,0.2057851977,0
infill5,5,1,1.25,0.05,0.35,0.15,0.5,0.7,0.3,0.85,0.5,0.7,0.2028704888,1
infill5,5,2,0.8,0.05,0.7498194951,0.15,0.5,0.53273766,0.2599643853,0.7250295816,0.5,0.4,0.1393519225,0
infill5,5,3,0.8,0.05,0.7495418319,0.15,0.5,0.5242550812,0.2528950907,0.7233152933,0.5,0.4,0.158711578,1
infill5,5,4,1.25,0.05,0.35,0.15,0.5,0.7,0.3,0.85,0.5,0.7,0.1771985997,1
infill5,5,5,0.8,0.05,0.35,0.4694001401,0.5,0.5041627396,0.2418449447,0.45,0.5,0.4,0.1167187318,0
infill5,5,6,0.8,0.05,0.35,0.5,0.5,0.5097087433,0.2358194221,0.45,0.5,0.4001170704,0.1146767133,0
infill5,5,7,1.015980828,1.0,0.35,0.15,0.15,0.7,0.2883525585,0.45,0.5,0.7,0.3,1
infill5,5,8,0.9874601522,0.959231034,0.35,0.15,0.15,0.7,0.288455676,0.45,0.5,0.7,0.3,1
infill5,5,9,1.25,0.7222038482,0.35,0.492294532,0.15,0.479226883,0.2348783354,0.85,0.4482410155,0.7,0.1,1
infill5,5,10,1.25,0.05,0.35,0.5,0.15,0.4,0.3,0.85,0.15,0.7,0.3,1
infill5,5,11,1.25,0.05,0.75,0.5,0.5,0.4,0.2634745699,0.45,0.15,0.7,0.3,1
infill5,5,12,1.25,0.05,0.75,0.5,0.15,0.4,0.2752004149,0.85,0.15,0.4,0.3,1
infill5,5,13,1.25,0.05,0.75,0.5,0.15,0.4,0.3,0.85,0.15,0.4,0.3,1
infill5,5,14,1.25,0.05,0.75,0.5,0.5,0.4,0.278196186,0.45,0.15,0.7,0.3,1
infill5,5,15,0.8,0.05,0.75,0.5,0.5,0.4,0.2598978124,0.45,0.5,0.7,0.3,0
infill5,5,16,0.8,1.0,0.35,0.15,0.5,0.4,0.2508634659,0.45,0.5,0.4,0.3,1
infill5,5,17,0.8,1.0,0.75,0.15,0.5,0.4,0.2536942645,0.45,0.15,0.4,0.3,1
infill5,5,18,0.8,1.0,0.35,0.15,0.15,0.4,0.2533088997,0.45,0.5,0.7,0.3,1
infill5,5,19,0.8,1.0,0.75,0.15,0.15,0.7,0.3,0.45,0.5,0.7,0.1,1
infill5,5,20,1.113481542,0.05,0.35,0.15,0.15,0.5197236713,0.2263129551,0.45,0.2901445591,0.4,0.2048723105,0
infill5,5,21,1.117300471,0.05,0.35,0.15,0.15,0.5181968735,0.222905052,0.45,0.2465778737,0.4,0.1886200603,0
infill5,5,22,1.106604225,0.05,0.35,0.15,0.15,0.5023850814,0.2247743059,0.45,0.3212668962,0.4,0.1971839555,0
infill5,5,23,1.114054041,0.05,0.35,0.15,0.15,0.513505905,0.2247373242,0.45,0.2555168021,0.4,0.2204816993,0
infill5,5,24,1.124796929,0.05,0.35,0.15,0.15,0.5391469424,0.2285123924,0.45,0.2757793005,0.4,0.2086692838,0
infill5,5,25,1.113130299,0.05,0.35,0.15,0.15,0.5313003148,0.2287565191,0.45,0.29376034,0.4,0.2245066806,0
infill5,5,26,1.115220423,0.07350058861,0.35,0.15,0.15,0.5213789916,0.2236037244,0.85,0.404121045,0.4,0.2035475899,0
infill5,5,27,1.092799338,0.05,0.35,0.15,0.15,0.4989788038,0.224987151,0.45,0.2342189606,0.4,0.1973029632,0
infill5,5,28,1.25,1.0,0.35,0.5,0.5,0.4890922281,0.2,0.85,0.4480944398,0.4,0.1,0
infill5,5,29,1.06271991,0.05,0.35,0.15,0.15,0.5204996818,0.2249181441,0.85,0.15,0.4,0.2085301982,0
infill6,6,0,0.8,0.05,0.75,0.15,0.5,0.7,0.3,0.7595755276,0.5,0.4,0.1,1
infill6,6,1,1.155942306,1.0,0.6004191865,0.15,0.5,0.5018353279,0.2522141973,0.85,0.2095825865,0.4,0.1321205898,1
infill6,6,2,1.007850485,0.7783943953,0.3663817501,0.5,0.5,0.6959182634,0.2,0.5925427282,0.15,0.4,0.3,0
infill6,6,3,0.8,0.05,0.6283566753,0.5,0.5,0.7,0.2,0.7634459747,0.15,0.4,0.3,0
infill6,6,4,1.25,0.05,0.3958570012,0.15,0.15,0.5767844092,0.2,0.5363522286,0.5,0.4,0.1,0
infill6,6,5,0.8,1.0,0.5405427303,0.5,0.5,0.6243577522,0.2,0.85,0.15,0.4,0.3,0
infill6,6,6,0.8,1.0,0.35,0.15,0.15,0.559168673,0.2,0.5545851189,0.15,0.4,0.1,0
infill6,6,7,0.8,1.0,0.75,0.5,0.5,0.6466718573,0.3,0.85,0.5,0.4,0.3,1
infill6,6,8,1.25,1.0,0.35,0.5,0.15,0.6474823565,0.2,0.7427137392,0.15,0.4260043997,0.3,0
infill6,6,9,1.093009628,0.05,0.5267420714,0.5,0.15,0.7,0.2204622831,0.5305941124,0.15,0.4072203405,0.3,0
infill6,6,10,0.8,1.0,0.35,0.5,0.15,0.7,0.2,0.7550521608,0.5,0.4,0.1,0
infill6,6,11,1.25,0.05,0.35,0.5,0.15,0.7,0.2,0.5369834967,0.15,0.4,0.3,0
infill6,6,12,1.25,1.0,0.35,0.5,0.15,0.7,0.2,0.7558824669,0.5,0.4,0.3,0
infill6,6,13,1.25,0.05,0.35,0.5,0.15,0.7,0.2,0.7559175663,0.15,0.4,0.3,0
infill6,6,14,1.25,1.0,0.35,0.5,0.15,0.7,0.3,0.5147789839,0.15,0.4,0.3,0
infill6,6,15,1.228279541,0.6490452143,0.5229673708,0.3585984707,0.3954661258,0.5517753405,0.2012075926,0.8168131255,0.3632478914,0.4802100837,0.2781559708,0
infill6,6,16,0.8,0.05,0.3741147804,0.15,0.333334721,0.5710201024,0.275734794,0.45,0.1881317691,0.7,0.1740623059,0
infill6,6,17,0.8880544289,0.2601568528,0.35,0.15,0.2195392286,0.6515303421,0.2158627793,0.5558473303,0.204909025,0.5851385277,0.1920327731,0
infill6,6,18,1.109788595,0.6790811178,0.4531702662,0.4408457997,0.3629748285,0.4982713924,0.2618249841,0.5184683465,0.4075556178,0.6964728116,0.1166698512,1
infill6,6,19,0.8,0.3645118163,0.3590674278,0.211359119,0.357311373,0.4948237689,0.2001503915,0.45,0.2826097817,0.4072194827,0.1140911857,0
infill6,6,20,1.012292113,0.3844047402,0.3730901557,0.2814547864,0.4043329146,0.5551928949,0.2948498214,0.7966876897,0.3864426208,0.4236174554,0.176915688,1
infill6,6,21,1.044336787,0.7813542666,0.6955697589,0.3424053517,0.3044116039,0.6293744584,0.2,0.6028698085,0.3174995382,0.4282707079,0.3,0
infill6,6,22,0.8355529918,0.7532612204,0.6308484213,0.2151636327,0.3616244898,0.586353227,0.2,0.682769959,0.3450909214,0.5027678498,0.2372031913,0
infill6,6,23,0.8950054959,0.05,0.35,0.1548818613,0.3049026791,0.5277603035,0.2514743283,0.641487934,0.4628549401,0.6029559924,0.1448296225,0
infill6,6,24,0.8971147765,0.2920217735,0.477854794,0.4710873498,0.242205683,0.5609055711,0.2152957493,0.7556192871,0.1559834416,0.5396594085,0.1582859211,0
infill6,6,25,1.008295806,0.08241328741,0.7491566145,0.4130338497,0.1705583464,0.4796168785,0.2128820404,0.5993693889,0.3397747139,0.6360152227,0.2191784778,0
infill6,6,26,0.875577219,0.05,0.35,0.2069099114,0.2980286312,0.5309620024,0.2689740413,0.5451498193,0.398712139,0.4,0.1,0
infill6,6,27,0.9761556093,0.05,0.4027356476,0.15,0.2164573007,0.4295833254,0.2403751435,0.5035007583,0.3135524475,0.4670594394,0.1,0
infill6,6,28,1.148642962,0.7065477775,0.6458559683,0.2980649587,0.2520649068,0.6481826134,0.280390061,0.7861796533,0.4863738114,0.5804814258,0.1764591843,0
infill6,6,29,0.8673467089,0.78481367,0.35,0.15,0.2673071692,0.7,0.2164161474,0.6182200981,0.2611411018,0.6439922603,0.1,0
infill6,6,30,1.220786792,0.1442462915,0.75,0.15,0.5,0.7,0.2,0.7755111719,0.5,0.4,0.3,1
infill6,6,31,0.8,1.0,0.35,0.15,0.5,0.491936603,0.2,0.85,0.5,0.4,0.3,0
infill6,6,32,1.215936566,0.05,0.35,0.15,0.5,0.4933089818,0.2,0.85,0.5,0.4,0.1,0
infill6,6,33,1.25,0.65114687,0.75,0.5,0.5,0.7,0.2,0.85,0.5,0.4,0.1,1
infill6,6,34,0.8,1.0,0.35,0.15,0.5,0.7,0.2,0.45,0.5,0.4,0.2754026348,1
infill6,6,35,1.009872281,1.0,0.4270198166,0.3666794807,0.5,0.7,0.2486637003,0.5853760897,0.15,0.4,0.1,0
infill6,6,36,1.064876273,1.0,0.3930687869,0.3666741447,0.5,0.7,0.2375864543,0.5724220287,0.15,0.4,0.1,1
infill6,6,37,1.25,0.05,0.35,0.3662829993,0.5,0.7,0.2,0.6034743112,0.5,0.4,0.3,0
infill6,6,38,0.8,1.0,0.364019816,0.15,0.5,0.4552111697,0.2,0.6438869785,0.15,0.4,0.3,1
infill6,6,39,0.8,0.05,0.35,0.5,0.5,0.519356383,0.2308384026,0.45,0.15,0.4,0.3,0
infill6,6,40,0.8,1.0,0.35,0.15,0.15,0.52818942,0.2,0.5124609339,0.15,0.4,0.3,0
infill6,6,41,1.25,0.05,0.35,0.15,0.15,0.5455710783,0.2,0.45,0.15,0.4,0.1,0
infill6,6,42,1.25,1.0,0.35,0.5,0.15,0.6680779956,0.2,0.85,0.5,0.4,0.1,0
infill6,6,43,0.8,1.0,0.35,0.15,0.15,0.5653286842,0.2,0.5319729869,0.15,0.4,0.3,1
infill6,6,44,1.25,0.05,0.35,0.15,0.15,0.5663922816,0.2,0.45,0.15,0.4,0.1,0
